Story Reviewed, Name, Reviewer, Pull Request Link, Brief Summary of Comments
UserStory2.3,Game GUI,Marko,https://github.com/UTMCSC207/assignment3-3musk4dev-javm/pull/9,Great implementation of the GUI into the actual game itself; need to work on implementation details of buttons and other features of the game
