codeReviews
Story Reviewed, Name, Reviewer, Pull Request Link, Brief Summary of Comments
"1.4,1.5",GUI Feature,Vicky,https://github.com/UTMCSC207/assignment3-3musk4dev-javm/pull/4,"Everything seems fine, made game more user friendly"
